"324","Josh Whyle","TE","TEN","0","2.3","6.3","1","BYE","0.7","4.9","4.3","1.7","0","1.1","0","0.8","4.1","12.2","0","0","7.4","2.8","46.8"
"325","Emari Demercado","RB","ARI","3.6","4.6","0.7","2.9","0.5","8.9","1.4","0","15","2.2","BYE","1.4","2","3.5","-","-","-","-","3.6","46.7"
"326","Dare Ogunbowale","RB","HOU","0.8","3.3","3.8","13.4","11.7","0.8","0.6","0.4","-0.1","1.1","1.6","0","0","BYE","3.5","0","2.3","3.3","2.7","46.5"
"327","Mike Williams","WR","FA","0","2.4","4.9","8.7","3.5","0","2","0","1.1","9.7","0","0","0","5.1","2","3.9","0","3","2.6","46.3"
"328","Jacoby Brissett","QB","ARI","8","10.6","3.9","8","7.4","-","-","8.4","-","-","BYE","-","0","-","-","-","-0.1","-","5.8","46.2"
"328","Audric Estime","RB","DEN","1.4","-","-","-","-","1.3","0.9","0.4","3.5","5.3","4","1.5","1.2","BYE","2.3","10.8","4.2","9.4","3.6","46.2"
"330","Parker Romo","K","NE","-","-","-","-","-","-","-","-","-","13","6","13","14","BYE","-","-","-","-","11.5","46"
"330","Cade York","K","FA","2","-","-","-","-","-","-","-","-","-","-","-","-","9","7","8","6","14","7.7","46"
"332","Trey Sermon","RB","PIT","0","1.2","7.6","0.8","15.3","2.9","5.4","1.9","1.8","0.9","0.8","0","0","-","2.2","2.5","1.5","1","2.7","45.8"
"333","Marcus Mariota","QB","WAS","-","-","-","-","0.1","-","19.6","-","-","-","-","-","-","BYE","-","-","-","26","15.3","45.8"
"334","Tommy Tremble","TE","CAR","-","3.8","4.4","0","-0.8","-","-","2.3","-","-","BYE","1","10.2","6.8","2.5","4.7","0","10","3.7","44.9"
"335","JuJu Smith-Schuster","WR","KC","0","0","8.7","0","16.5","BYE","0","-","-","-","1.3","1.1","1.5","4.1","7.2","0","2.8","0.9","3.2","44.1"
"336","Trey Benson","RB","ARI","2.3","2.2","0.8","5","-","2.6","0","1","12","9.7","BYE","1.8","2","2.4","2.2","-","-","-","3.4","44"
"337","Gabe Davis","WR","FA","7.7","5.8","2.8","0.3","3.3","19","1.8","0","-","2.4","0.8","-","-","-","-","-","-","-","4.4","43.9"
"338","Luke Schoonmaker","TE","DAL","0","7.3","1","0","1.3","0","BYE","0","0","0","8.6","13","5.8","3.2","0","0.8","0","2.6","2.6","43.6"
"339","John Metchie III","WR","HOU","-","-","-","1.2","0","0","0","4.4","0","15.9","4.8","1.1","2.6","BYE","2.7","-","7.3","3.4","3.3","43.4"
"340","Dameon Pierce","RB","HOU","1.6","-","-","-","-","14.2","0.2","0.4","-","-","0.2","0","0.6","BYE","0","0.4","1.3","23.6","3.9","42.5"
"341","Adonai Mitchell","WR","IND","0.7","3.5","0","1","7.2","1.9","4","1.4","2.7","10.1","4","1.5","0","BYE","-3","4.1","3.2","0","2.5","42.3"
"342","Nelson Agholor","WR","FA","1.1","1.8","6.1","2","0.9","3","2.5","11.1","3.4","7.1","0","0","0","-","3.1","-","-","-","3","42.1"
"343","Malik Washington","WR","MIA","-","-","-","1.3","0","BYE","1.9","0","0.9","10","3.3","0.8","-0.2","0","7.7","4.3","5","6.8","3","41.8"
"344","Jordan Whittington","WR","LAR","0","3.2","4.3","9.2","12.4","BYE","0","-","-","0","0","0","0","0","0","0","1.1","11.3","2.8","41.5"
"345","Isaiah Davis","RB","NYJ","-","-","0.6","-","0","0","1.2","0","0","1.5","0","BYE","10.7","14.2","3.1","1.2","4.8","4.1","3","41.4"
"346","Carolina Panthers","DST","CAR","-1","5","5","1","-3","-2","0","5","1","9","BYE","4","8","4","2","6","-2","-1","2.4","41"
"346","Greg Zuerlein","K","FA","1","6","6","10","5","8","1","4","-","-","-","-","-","-","-","-","-","-","5.1","41"
"348","Christian McCaffrey","RB","SF","-","-","-","-","-","-","-","-","BYE","13.7","12.6","6.3","7.7","-","-","-","-","-","10.1","40.3"
"349","Nick Vannett","TE","MIN","2.1","0","7.9","0","-","0","4.5","0","10.3","0","1.1","0","1.1","0.9","1.2","0","7.3","3.6","2.4","40"
"350","Cedrick Wilson Jr.","WR","NO","-2","0","0.8","0","0","3.8","14.7","-","4.4","-","0","BYE","2.4","2.3","4.8","1.8","3.2","3.7","2.7","39.9"
"351","Elijah Higgins","TE","ARI","2.2","8.3","1.6","2.2","6.7","0","0.6","2.3","4.4","2.3","BYE","1","3.3","0","1","0","3.3","0","2.3","39.2"
"352","DJ Turner","WR","FA","1.4","0.2","0","7.8","2.2","4.7","2.7","11.2","0","-","4.4","1.5","3","-","-","-","0","-","3","39.1"
"353","Tyler Goodson","RB","IND","-","0.7","0","0","7.2","8.5","11.1","0","0","7.9","0","0","0","BYE","0.3","2.2","0","1","2.4","38.9"
"354","Zane Gonzalez","K","FA","-","-","-","-","-","-","-","-","-","11","5","-","6","-","-","4","6","6","6.3","38"
"355","Adam Trautman","TE","DEN","0","0","1.8","0","2.4","0","0","16.5","0.9","3.9","0","0.8","0","BYE","9","1","1","0","2.2","37.3"
"356","Chris Brooks","RB","GB","-","-","0.3","-","-","2.1","0","2.2","5.6","BYE","2.3","3.1","3.9","0.3","2","9","0","5.9","2.8","36.7"
"357","Nate Adkins","TE","DEN","0","0","1.1","0.5","1.3","1","0","6.8","0","0","7.7","0","2.1","BYE","8","2.8","1.2","4","2.1","36.5"
"358","Johnny Mundt","TE","JAC","2.5","2.2","6.7","2.5","4.1","-","2.8","1.5","0","0","1.8","1.2","9.2","0","0","0","1.2","0","2.1","35.7"
"359","Darnell Washington","TE","PIT","1","7","0","4.1","1","1.4","5.6","3.4","BYE","1.1","5.2","2.9","1.5","0","0","0","1.3","0","2.1","35.5"
"360","Derius Davis","WR","LAC","0.9","0","0.8","0","BYE","2.7","-","-","0","2.8","2.5","1.4","1.1","1.1","0","9.8","9.6","0.9","2.2","33.6"
"361","Matt Prater","K","FA","8","14","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.3","33"
"362","Joshua Dobbs","QB","NE","-","0","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","8.1","24.7","10.9","32.8"
"363","Jamaal Williams","RB","FA","11.6","3.9","0.4","2.9","0.9","0.7","1.7","0.4","-","-","-","-","1.2","2.5","0","0.8","2.9","2.7","2.3","32.6"
"364","Jahan Dotson","WR","PHI","0","1.1","1.8","2.1","BYE","2.8","0","0","4.1","3.2","1.3","0.9","1.2","1","0","0","0","12.9","1.9","32.4"
"365","Josh Reynolds","WR","NYJ","7","11.3","4.6","0","7.4","-","-","-","-","-","-","BYE","-","-","0","0","0","1.6","3.5","31.9"
"366","Cordarrelle Patterson","RB","FA","1.3","0.3","6.3","7.2","-","-","-","-","-","1.4","0.5","-0.2","6.8","-1.4","1.3","7.7","0.2","0.1","2.4","31.5"
"367","Hassan Haskins","RB","LAC","-","1.1","-","0","BYE","0.5","0.2","0","0","6.4","0.1","0.3","-2","0","0","10.9","4.5","9.3","2.1","31.3"
"368","Chris Rodriguez Jr.","RB","WAS","0","-","-","-","-","-","-","-","5.2","0.4","-","-","15.4","BYE","0.2","0.5","9.3","0","3.9","31"
"369","Tylan Wallace","WR","BAL","0","0","0","0","4.1","0","0","0","0","19","1.3","2","2.4","BYE","1.3","0","0.7","0","1.8","30.8"
"369","Ryan Miller","WR","TB","-","-","-","-","-","4.4","-","3.4","6.6","1.6","BYE","1.9","0","0","0.6","8.7","3.6","0","2.8","30.8"
"371","Michael Carter","RB","ARI","-","-","-","-","-","-","-","-","-","-","BYE","-","-","0","-","7.3","9.1","13.9","7.6","30.3"
"372","Kimani Vidal","RB","LAC","-","-","-","-","BYE","12.1","2.4","1.6","0.7","-","-","-","2","3.4","3.2","2.4","2.4","0","3","30.2"
"373","Riley Patterson","K","FA","-","-","-","-","-","-","-","-","3","-","-","-","-","-","1","12","6","8","6","30"
"374","Blake Corum","RB","LAR","0","2.8","-","-","3.8","BYE","1.1","2.3","-0.1","2","3.3","0.5","4.2","3.4","3","1.4","-0.4","2.7","2","30"
"375","D'Ernest Johnson","RB","BAL","-","2.6","1.2","0","2","5.4","8.5","2.8","0.6","0","0.3","-","-","BYE","-","1.3","2.1","3.1","2.3","29.9"
"376","Jalen Brooks","WR","DAL","2.3","1.5","2.9","0","1.5","2","BYE","0","3.6","0.9","-","4.6","0.5","-","8.2","-","1.7","0","2.1","29.7"
"377","D'Onta Foreman","RB","FA","0","5.6","0.5","1.2","6.5","5.7","0.5","2.6","-","-","-","-","-","-","-","-1.9","4.9","4","2.7","29.6"
"378","Trey Palmer","WR","TB","2.4","0","0","10.1","-","-","2.1","3.9","4.3","0","BYE","2.3","0","0","0","4.1","0","0","1.9","29.2"
"379","Payne Durham","TE","TB","0","0","1.3","0","0","0","-","0","0","0","BYE","3.1","0","0","0","5.4","10.6","8.6","1.8","29"
"379","Tanner Hudson","TE","CIN","0.8","-","-","-","-","0","0","0","2.4","13.3","2.3","BYE","4.8","2.4","1.4","-","-","1.6","2.6","29"
"381","Tanner McKee","QB","PHI","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","-","10","18.9","14.4","28.8"
"382","KhaDarel Hodge","WR","ATL","0","0","0","6","13.7","0","0","0","1.4","0","3.2","BYE","0","0","0","-","1.4","2.9","1.8","28.6"
"383","Brock Wright","TE","DET","0.7","0","5.4","2.3","BYE","0","0","7.3","0.6","0","7","3.4","1.8","0","0","0","0","0","1.7","28.5"
"384","Robert Woods","WR","PIT","0","0","2.8","1.5","0","-","-","2.8","5.4","0.6","2.3","1.3","0","-","2.2","3.4","3.1","2.9","1.9","28.3"
"385","Patrick Taylor Jr.","RB","SF","-","-","-","0","0","3.3","-","0.9","BYE","-","-","-","-","8.5","0","3","0","12.6","3.1","28.3"
"386","Pierre Strong Jr.","RB","CLE","4","1","-","-","0.2","8.8","2","0.8","0.8","BYE","0.5","-","0","1.9","0","1.9","6.3","-","2.2","28.2"
"387","Mecole Hardman Jr.","WR","GB","0","0","0","0","5.3","-","12","1.3","3.2","0.8","3.1","1.5","0","-","-","-","-","-","2.3","27.2"
"388","Stone Smartt","TE","NYJ","0","0","0","0","-","1.5","3.6","0","-","-","0","0","0.8","6.9","5.5","5.2","3.3","0","1.8","26.8"
"389","Cade Stover","TE","HOU","0","2.3","0","3.2","1.6","0","2","2.9","0","0.7","2.5","10.1","0.9","BYE","-","-","0.6","0","1.8","26.8"
"390","Malik Heath","WR","GB","-","-","0","2.2","2.4","0","0","0","-","BYE","0","8.5","0","0","-","-","6.8","6.8","2.2","26.7"
"390","Mo Alie-Cox","TE","IND","0","2.7","0","0","10.7","6.1","0","0","0","0","2.7","0","2.5","BYE","0","2","0","0","1.6","26.7"
"392","Ja'Lynn Polk","WR","NE","1.1","8.2","2.3","4.5","1.8","0.9","0","-","0","6.7","0","1.2","0","BYE","0","0","0","-","1.8","26.7"
"393","Kendre Miller","RB","NO","0","-","-","-","-","-","4.7","1.6","-","-","-","BYE","-","9.2","4.6","4.1","2.4","-","3.8","26.6"
"394","Drew Sample","TE","CIN","0","4.3","0","0.5","0","0","0","0","9.4","0","1","BYE","1.8","2.3","1.3","1.7","0.8","3.4","1.6","26.5"
"394","Khalil Herbert","RB","IND","0.4","7.7","0.9","-","0","0","-","-","-","0","0","-","1.4","1.6","0.4","0","2.3","11.8","2","26.5"
"396","Zamir White","RB","LV","3.6","5.3","3.4","3","-","-","3.2","-0.1","7","BYE","0.9","-","-","-","-","-","-","-","3.3","26.3"
"397","Kenny Pickett","QB","CLE","-","-","-","-","-","-","0","-","-","0.3","-","-0.2","-","-","-","10","16","-","5.2","26.1"
"397","Michael Mayer","TE","LV","1.3","1.6","1.2","-","-","-","-","-","-","BYE","1","2.1","1","10.3","1.6","0","1.9","4.1","2.4","26.1"
"399","Dante Pettis","WR","NO","-","-","-","-","-","-","-","-","-","1.3","1.4","BYE","3","0","3.4","4.1","4.2","8.6","3.3","26"
"399","Spencer Shrader","K","IND","3","-","-","-","-","-","-","-","-","7","3","13","-","BYE","-","-","-","-","6.5","26"
"401","Luke McCaffrey","WR","WAS","3.3","0","5.9","2.2","3.4","1","0","1.3","0","2.8","0","1.3","2.3","BYE","0.5","1.8","0","0","1.5","25.8"
"402","Erick All Jr.","TE","CIN","0","5.2","4.2","4.8","2","2","0","4.2","3.4","-","-","BYE","-","-","-","-","-","-","2.9","25.8"
"403","Ty Chandler","RB","MIN","5.7","8.2","1.3","1.8","4.9","BYE","0.4","0","-","1.8","0","0","0.2","0","0.4","0","0.7","-","1.7","25.4"
"404","Jaylen Wright","RB","MIA","-","0.4","1.7","3.2","8.6","BYE","3.3","1.8","1.8","0.3","1.1","0.8","0","2.3","0.3","-","0","-0.4","1.7","25.2"
"404","Kylen Granson","TE","PHI","0","1.4","4.5","0","0","0","0","0.9","2.7","2.5","0.9","0","0","-","6.2","0","4.9","1.2","1.5","25.2"
"406","Lucas Krull","TE","DEN","-","-","-","-","1","2.1","5.6","2.8","0","3.1","0","0","3.9","BYE","1.8","3.6","0.8","0","1.9","24.7"
"407","Michael Burton","RB","DEN","0.8","0.6","0","0.8","1","0","0","3.3","-0.1","0","0.5","1.6","6.1","BYE","0","9.4","0","0.3","1.4","24.3"
"408","Sincere McCormick","RB","LV","-","-","-","-","-","-","-","-","-","BYE","-","3.3","7.5","9.9","3.5","-","-","-","6.1","24.2"
"409","Desmond Ridder","QB","CIN","-","-","-","-","-","-","-","-","5.2","-","-","0.9","-","4.3","13.1","-","-","0.4","4.8","23.9"
"410","JaMycal Hasty","RB","NE","0","0.2","0.5","1.5","0","2.6","13.2","-","0.2","2.9","0.2","2.5","0","BYE","0","-","0","-","1.7","23.8"
"411","Charlie Kolar","TE","BAL","0","0.9","3.5","0","14.1","0","1.9","1.4","0","0.9","0","1.1","-","BYE","-","-","-","0","1.8","23.8"
"412","Jonathan Mingo","WR","DAL","3.3","0.6","3.5","3.9","4.7","0.6","0","0","0","-","0","1.3","0.7","0","0","0","1.7","3.4","1.4","23.7"
"413","Jake Bobo","WR","SEA","0","2.5","0","4.5","0.8","2.8","0","2","0","BYE","0","1.3","0","0","1.3","1.1","0","6.9","1.4","23.2"
"414","Tyler Higbee","TE","LAR","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","7.6","1.9","13.1","7.5","22.6"
"415","Bub Means","WR","NO","0","0","-","0","0","13","5.2","4.1","-","-","-","BYE","-","-","-","-","-","-","3.2","22.3"
"416","Dorian Thompson-Robinson","QB","PHI","-","-","-","-","BYE","-","5.7","-","-","-","0","0","-","-","1.3","9.2","4.8","0.8","3.1","21.8"
"417","Jamison Crowder","WR","FA","1","-","0","-","-","-","-","-","-","-","-","-","-","-","4.2","14.5","4","-2","3.6","21.7"
"418","Kevin Austin Jr.","WR","NO","-","-","-","-","-","-","-","-","-","4.6","2.3","BYE","5.5","1","1.3","2.2","2.8","1.8","2.7","21.5"
"419","Drew Ogletree","TE","IND","0","1.7","0","8","1","3.4","0","0","0","0.7","1.3","0","2.7","BYE","0","0","0","2.6","1.3","21.4"
"420","Eric Saubert","TE","SEA","0","3.6","5.1","0","0","0","0","0","-","0","1.2","0","0","0.9","0","6.7","0","3.7","1.2","21.2"
"421","Kenny McIntosh","RB","SEA","-","0","1.1","0","-","-","0.5","-","-","BYE","0","0","0","5.5","0.9","3.4","4.6","4.9","1.7","20.9"
"421","Hunter Luepke","RB","DAL","2.8","0","5.1","3.2","2.9","0","BYE","0","1.9","0","-","1.5","0.4","1","0","0","0.6","1.5","1.3","20.9"
"423","Jimmy Garoppolo","QB","LAR","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","-","20.9","20.9","20.9"
"424","Alec Ingold","RB","MIA","0.8","0.2","2.9","0","6.3","BYE","0.9","3.7","0","-","-","0","2.5","0","0","0.4","0","3.1","1.4","20.8"
"425","Carson Steele","RB","KC","0.3","0.4","7.9","-0.9","1.2","BYE","1.7","1.9","0.9","0.3","1.2","1.8","0","0","0","0","-","3.7","1.3","20.4"
"426","Jordan Mims","RB","TEN","1.1","0","0","-","BYE","2.8","-","-","4.3","1.9","0.3","-","-","-","-","5.7","-","4","2.2","20.1"
"427","Tyrod Taylor","QB","NYJ","6.1","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","13.9","-","10","20.1"
"428","Jeremy Ruckert","TE","NYJ","0","0","2.5","2","0","1.7","0","2.9","0.9","2.7","1.1","BYE","0.8","0","1.7","2.2","0","1","1.1","19.5"
"428","Daniel Bellinger","TE","NYG","0.8","0","2.2","0","0","0","1.6","0","0","0","BYE","0","0","7","5","1","0","1.9","1.1","19.5"
"430","DeeJay Dallas","RB","ARI","6","0","0","0","0","0","0","0","0.2","1","BYE","0","-","0","1.5","6.6","1","3.2","1.2","19.5"
"431","Craig Reynolds","RB","DET","-","0","0","0","BYE","2.1","0","0.3","0","-","2.1","0.6","-","0","0","2.8","7.6","3.9","1.4","19.4"
"432","Joe Milton III","QB","DAL","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","19.2","19.2","19.2"
"433","Bo Melton","WR","GB","0","0.8","0","3.3","1.7","3.8","1.2","0","2.4","BYE","0","0.5","0","0","0","1.4","3.3","0.1","1.1","18.5"
"434","Trent Sherfield Sr.","WR","DEN","0","2.2","1.3","1.3","0","-","0","7.5","1.2","1.6","2.1","0","0","0","1.1","0","0","0","1.1","18.3"
"435","Ashton Dulin","WR","IND","11.9","1.8","0","0","0.9","0","1.2","0","1.7","0.7","0","0","-","BYE","-","0","0","0","1.2","18.2"
"436","Xavier Hutchinson","WR","HOU","0.8","0","0","0","4.1","0","1.6","2.4","0","1.6","0","0","-","BYE","1.8","1.3","3.1","1","1.1","17.7"
"437","Rakim Jarrett","WR","TB","-","-","-","-","-","-","-","7.3","1.4","2","BYE","3.5","0","0","0","1.1","1.6","0","1.7","16.9"
"437","Mason Tipton","WR","NO","1.1","0","2.1","1.1","0.7","2","7.5","2.4","0","0","-","BYE","-","-","-","0","-","-","1.5","16.9"
"439","Julian Hill","TE","MIA","1.1","0","3.4","0","0","BYE","0.9","2.6","-","0","3.8","1.3","1","1.9","0","0","0","0","1","16"
"440","Ronnie Rivers","RB","LAR","1.6","0.5","0.9","2.6","-","BYE","0","-","-","-","-","-","-","0","-","-","-","10.2","2.3","15.8"
"441","Patrick Ricard","RB","BAL","0","0","0","6","0","0","0","0","6.8","0","1","0","0","BYE","0","0","0","1.9","0.9","15.7"
"442","Mitchell Trubisky","QB","BUF","-","-0.2","0","0.1","0","-","-","-0.3","-","-0.1","-","BYE","-0.1","-","-","-","6.7","9.2","1.7","15.3"
"443","K.J. Osborn","WR","WAS","3.6","1.2","0","0.8","-","-","9.6","0","-","0","-","-","-","BYE","-","-","0","-","1.9","15.2"
"444","Tim Boyle","QB","TEN","-","-","3.8","-","BYE","-","3.4","-","-","-","-","-","-","-","7.8","-","-","-","5","14.9"
"445","Jake Haener","QB","NO","0","-0.3","-","-","1.8","-","5.5","5.9","-","-","-0.2","BYE","-","-0.1","1.7","-","-","-","1.8","14.2"
"445","Ainias Smith","WR","PHI","-","-","-","-","BYE","-","-","0","0.7","1.6","0","0","-","-","-","-","0","11.9","2","14.2"
"447","Blake Whiteheart","TE","CLE","-","0","0","8.8","0","-","-","-","-","BYE","-","3.4","0","0","0","0","1.3","0.6","1.3","14.1"
"448","Trey Lance","QB","LAC","-","-","-","-","BYE","-","-","-","-","1.5","-","-0.3","-","-","-","-","0.1","12.4","3.4","13.7"
"449","Devin Duvernay","WR","CHI","0.3","0.4","0.4","0","0.3","-","BYE","-","-","0","0","-","3.3","1.6","5.7","0.8","0.9","0","1.1","13.7"
"449","Will Shipley","RB","PHI","0","0","0","0","BYE","0","1.5","-0.3","0","3.4","0","-","0.4","0","-","-","-","8.7","1.1","13.7"
"451","Simi Fehoko","WR","ARI","0","0","2.2","0","-","5.4","6","0","0","-","BYE","-","-","-","-","-","-","-","1.7","13.6"
"451","Marquise Brown","WR","KC","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","7","6.6","-","6.8","13.6"
"453","Tommy DeVito","QB","NYG","-","-","-","-","-","-","-","-","-","-","BYE","10.8","-","0","2.7","-","-","-","4.5","13.5"
"454","Tyrell Shavers","WR","BUF","-","-","-","-","0","-","-","-","-","0","-","BYE","-","-","-","-","13.4","-","4.5","13.4"
"455","Brevyn Spann-Ford","TE","DAL","0","0","0","0","3","0","BYE","0","0","0","6.2","3.4","0","0","0.7","0","0","0","0.8","13.3"
"456","Ryan Flournoy","WR","DAL","-","-","-","-","0","-0.3","BYE","0","1.8","0","2.9","0","-","0","-","5.6","0.8","2.4","1.2","13.2"
"456","Kenny Yeboah","TE","DET","-","-","-","-","BYE","-","-","-","1.7","0.9","7.6","-","0","0","0","0","0","3","1.5","13.2"
"458","Harrison Bryant","TE","PHI","0","0","0","3.1","0","3.9","2.9","-","3.2","-","-","-","-","0","0","0","0","0","1","13.1"
"459","Connor Heyward","TE","PIT","0","0","0.7","0","9.3","0.9","0","0","BYE","0","0","0","0","0","0","0.8","1.3","0","0.8","13"
"459","MyCole Pruitt","TE","FA","1.4","0","-","-","-","-","0","1.5","-","0","-","0","3.1","0.4","0","6.6","0","0","1.1","13"
"461","Jermaine Burton","WR","CIN","0","5.2","0","0","0","-","0","4.6","-","1.6","1.3","BYE","0","0","0","0","0","-","0.9","12.7"
"462","Luke Farrell","TE","SF","0","2.3","0.6","0","2.7","0","0","0","1","2.6","0.8","-","0","0","0","1.8","0","0.9","0.7","12.7"
"463","Bryce Oliver","WR","TEN","-","-","-","-","BYE","-","-","-","0","3.3","3.8","0","0","2.1","1.3","0","0","2","1.3","12.5"
"464","Zay Jones","WR","ARI","-","-","-","-","-","-","0","0.8","0","0","BYE","0","0","1.8","0.8","0","2.4","6.6","1.1","12.4"
"465","Johnny Wilson","WR","PHI","0","0","1.4","0","BYE","0","0","0","0","7","0","0","-","0","0","0","0","3.9","0.8","12.3"
"466","Eric Gray","RB","NYG","2","0","-2","0.1","4.9","1.3","1.4","0.8","0","0","BYE","1.6","0","-","0","0.7","0","1.5","0.8","12.3"
"467","Julius Chestnut","RB","TEN","0","0","-","-","BYE","0.2","2.9","3.2","2.2","0","0","1","0","0","-","0","1.7","1.1","0.9","12.3"
"468","Quintin Morris","TE","JAC","0","0","0","0","0","0","0","0","6.7","0","0","BYE","1.9","-","0","0","0","3.5","0.8","12.1"
"469","Parris Campbell","WR","FA","-","0","2.3","9.7","-","-","0","-","-","-","-","-","0","-","-","-","-","-","2.4","12"
"470","Tony Jones Jr.","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.5","11.5","11.5"
"471","Xavier Gipson","WR","NYJ","0","0","2.6","1.1","0","0","0","6.6","0","0","2.2","BYE","0.4","0","0","-2","0","0.5","0.7","11.4"
"471","Tay Martin","WR","WAS","-","-","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","11.4","11.4","11.4"
"473","Hayden Hurst","TE","FA","4.3","1","2.5","1.1","-","0","-","-","1.1","0","-","-","-","-","-","1.3","-","0","1.3","11.3"
"473","Devin Culp","TE","TB","-","-","-","-","-","-","0","0","-","-","BYE","-","-","-","-","0","6.7","4.6","2.3","11.3"
"475","Ben Sinnott","TE","WAS","0","0","0","0","0","0","7.6","0","1.7","0","0","0","0.8","BYE","1.2","0","0","0","0.7","11.3"
"476","Jalen Reagor","WR","LAC","-","-","-","-","BYE","-","2.5","4.5","0.5","-0.2","0","3","0","0.9","-","-","-","-","1.4","11.2"
"477","DJ Chark Jr.","WR","ATL","-","-","-","-","-","-","-","-","-","0","-","BYE","0","1.4","2.6","0","0","7.1","1.6","11.1"
"478","C.J. Ham","RB","MIN","0.1","0","0","0","7","BYE","0","0","0","0","0","0","0","0","0","1.4","2.5","0","0.6","11"
"479","Chris Conley","WR","FA","0","0.9","0","0","-","0","0","0","-","-","0","0","0","0","0","0","1.8","7.9","0.7","10.6"
"479","Brandon Powell","WR","FA","0","2.6","1.8","0","0","-","0","0","1.4","0","1.8","0","1.3","0","1.7","0","0","0","0.6","10.6"
"481","Chris Manhertz","TE","NYG","0","0","0","0","0","0","0","0","6.7","0","BYE","0","0","0","0","0","1.7","2.1","0.6","10.5"
"482","John Bates","TE","WAS","0","1","0","1.4","0","0","0","2.5","0","0","2.7","-0.2","0","BYE","1.1","0","1.9","0","0.6","10.4"
"483","Deuce Vaughn","RB","DAL","0.4","2.2","1.8","0","-","-","BYE","-","-","-","2.2","-","-","-","-","-","-","3.7","1.7","10.3"
"484","Jalin Hyatt","WR","NYG","0","0","0","0","0","1.1","0","-","0","5.9","BYE","0","1.8","0","0","1.4","0","0","0.6","10.2"
"485","River Cracraft","WR","FA","-","-","-","-","-","-","-","-","-","0","0","0","0","-","1.1","1.1","2.1","5.8","1.3","10.1"
"486","Michael Woods II","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","5.8","1.7","1.7","0","0.8","-","2","10"
"486","Odell Beckham Jr.","WR","FA","-","-","-","-","0","-","0","0","3","2.7","2.3","0","1.4","0.6","-","-","-","-","1.1","10"
"488","Durham Smythe","TE","CHI","0","1.3","0.8","0","0","-","0","0","0.9","1.1","0.8","1.3","1.3","0","1.3","1","0","0","0.6","9.8"
"489","DeAndre Carter","WR","CLE","1.1","4.7","3.7","0","0","0","-","1.2","0","1","0","-2","0","0","-","-","-","-","0.7","9.7"
"490","Davis Mills","QB","HOU","-","-","3.2","-","-","0","-","-","-","-","-","-","-","BYE","-","-","0.2","6.2","2.4","9.6"
"491","Hunter Long","TE","JAC","0","0","0","0","2.6","-","1","2.3","0.9","0","0","0","0","0","2.7","0","0","0","0.6","9.5"
"492","Ben Skowronek","WR","PIT","-","0","-","-","0","-","-","-","BYE","0","0.9","0","2.8","0","2.2","3.5","-","0","0.9","9.4"
"493","Scotty Miller","WR","PIT","0","0","4.1","0","0","0","0","0","BYE","-","0","-","-","5.3","0","0","0","-","0.7","9.4"
"494","Jeff Wilson Jr.","RB","FA","2.6","2.2","1.4","0","-","-","-","-","-","-","-","-","0","1.6","-","1.2","0.5","-0.4","1","9.1"
"495","Bailey Zappe","QB","KC","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","-","9","9","9"
"496","Kristian Wilkerson","WR","BUF","-","-","-","-","-","8.8","0","-","-","-","-","BYE","-","-","-","-","-","-","4.4","8.8"
"497","Jacob Cowing","WR","SF","0","0","0","0","-","0","6","0","BYE","-2","0","-","0","0","0","0","0","4.7","0.6","8.7"
"498","Devontez Walker","WR","BAL","-","-","-","-","-","-","0","-","0","-","-","0","-","BYE","8.6","0","0","0","1.2","8.6"
"499","Pharaoh Brown","TE","MIA","-","-","1.4","0.8","1.2","0","0","0","0","-","0","2.9","0","1.1","0","2.2","-1.1","0","0.6","8.5"
"499","Clyde Edwards-Helaire","RB","NO","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","4","4.5","4.3","8.5"
"501","Brandon Allen","QB","TEN","-0.1","-","-","-","BYE","-","-","-","-","-","-","9.5","-","-1","-","-","-","-","2.8","8.4"
"502","Laviska Shenault Jr.","WR","BUF","0.6","1.1","0.7","2.3","0","4","0","1.5","0","-","0","BYE","-2","-","0","-","-","-","0.7","8.2"
"503","Charlie Woerner","TE","ATL","0.9","0","0","0","0","0","0","1.8","0","0","-","BYE","1","1.6","1.7","0","1.1","0","0.5","8.1"
"504","Luke Musgrave","TE","GB","0","1.1","0.8","2.8","-","-","-","-","-","BYE","-","-","-","-","-","0","0.9","2.4","1.1","8"
"504","Raheem Blackshear","RB","CAR","0","0","0","0","0","0","0","0","0","0","BYE","0","0","0","-","1.3","2","4.7","0.5","8"
